player_name,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,nb_saisons,country,is_french,is_european,continent
Keegan Murray,22.0,203.2,102.06,80.0,12.2,4.6,1.2,1.7,0.04,0.12,0.16,0.6,0.05,1,USA,False,False,Amérique du Nord
Keifer Sykes,28.0,180.34,75.75,32.0,5.6,1.4,1.9,-4.5,0.01,0.07,0.17,0.46,0.16,1,USA,False,False,Amérique du Nord
Keita Bates-Diop,25.0,203.71,103.87,46.0,5.9,2.98,0.78,-6.22,0.04,0.14,0.15,0.55,0.07,5,USA,False,False,Amérique du Nord
Keith Appling,24.0,185.42,83.91,5.0,1.2,0.2,0.2,20.3,0.0,0.04,0.2,0.34,0.06,1,USA,False,False,Amérique du Nord
Keith Askins,30.0,203.2,100.24,52.33,2.97,2.33,0.63,7.07,0.05,0.12,0.1,0.46,0.06,3,USA,False,False,Amérique du Nord
Keith Benson,23.0,210.82,104.33,3.0,0.0,1.0,0.0,44.1,0.25,0.1,0.05,0.0,0.0,1,USA,False,False,Amérique du Nord
Keith Bogans,29.0,195.58,97.52,61.0,5.78,2.46,1.15,-2.81,0.03,0.11,0.14,0.54,0.09,11,USA,False,False,Amérique du Nord
Keith Booth,23.5,198.12,102.51,22.5,2.4,1.55,0.6,-14.15,0.08,0.16,0.23,0.47,0.12,2,USA,False,False,Amérique du Nord
Keith Closs,23.0,220.98,96.16,43.33,3.43,2.57,0.23,-9.73,0.08,0.2,0.16,0.53,0.03,3,USA,False,False,Amérique du Nord
Keith Langford,24.0,193.04,97.52,2.0,1.0,1.0,0.0,35.9,0.0,0.15,0.18,0.25,0.0,1,USA,False,False,Amérique du Nord
Keith McLeod,25.5,187.96,86.18,50.0,5.22,1.3,2.62,-4.97,0.01,0.08,0.17,0.46,0.24,4,USA,False,False,Amérique du Nord
Keith Tower,27.0,210.82,113.4,5.0,1.4,1.8,0.2,5.6,0.03,0.11,0.09,0.3,0.02,1,USA,False,False,Amérique du Nord
Keith Van Horn,26.0,208.28,111.63,63.89,16.07,6.73,1.53,0.36,0.07,0.18,0.24,0.54,0.08,9,USA,False,False,Amérique du Nord
Kelan Martin,25.0,195.58,104.33,32.0,5.53,2.37,0.63,2.57,0.04,0.13,0.18,0.51,0.07,3,USA,False,False,Amérique du Nord
Keldon Johnson,21.5,196.22,99.79,56.0,15.22,5.12,1.92,-0.42,0.03,0.15,0.21,0.6,0.1,4,USA,False,False,Amérique du Nord
Kelenna Azubuike,25.2,195.58,99.34,41.6,9.24,3.18,0.86,-8.46,0.04,0.1,0.21,0.55,0.06,5,England,False,False,Autre
Keljin Blevins,25.5,193.04,90.72,24.0,1.9,1.05,0.4,-24.95,0.04,0.08,0.14,0.36,0.08,2,USA,False,False,Amérique du Nord
Kelly McCarty,23.0,200.66,90.72,2.0,2.0,1.5,0.0,6.4,0.33,0.07,0.39,0.67,0.0,1,USA,False,False,Amérique du Nord
Kelly Olynyk,27.5,212.34,108.73,67.8,10.28,5.14,2.24,0.89,0.06,0.18,0.19,0.59,0.15,10,Canada,False,False,Amérique du Nord
Kelly Oubre Jr.,23.5,200.02,92.53,65.88,13.3,4.53,1.02,-2.78,0.04,0.14,0.21,0.54,0.06,8,USA,False,False,Amérique du Nord
Kelvin Cato,27.5,210.82,120.2,54.1,4.97,4.76,0.38,0.43,0.1,0.2,0.14,0.53,0.03,10,USA,False,False,Amérique du Nord
Kemba Walker,27.5,184.57,83.46,62.5,17.99,3.6,4.9,-1.3,0.02,0.1,0.26,0.54,0.26,12,USA,False,False,Amérique du Nord
Ken Johnson,25.0,208.28,108.86,16.0,2.0,2.0,0.0,-5.9,0.03,0.19,0.14,0.4,0.0,1,USA,False,False,Amérique du Nord
Ken Norman,32.0,203.2,97.52,17.0,3.8,2.3,0.7,-9.1,0.04,0.14,0.23,0.32,0.11,1,USA,False,False,Amérique du Nord
Kendall Brown,20.0,200.66,92.99,6.0,1.5,1.0,0.5,8.2,0.05,0.09,0.09,0.57,0.09,1,USA,False,False,Amérique du Nord
Kendall Gill,33.0,195.58,97.88,59.67,11.02,3.94,2.38,-3.24,0.04,0.12,0.2,0.46,0.14,9,USA,False,False,Amérique du Nord
Kendall Marshall,22.5,193.04,89.58,40.0,4.72,1.42,4.32,-6.4,0.01,0.08,0.16,0.49,0.32,4,USA,False,False,Amérique du Nord
Kendrick Nunn,25.33,188.81,86.18,64.33,12.33,2.5,2.4,-0.5,0.01,0.09,0.22,0.55,0.15,3,USA,False,False,Amérique du Nord
Kendrick Perkins,25.57,208.28,124.54,55.86,4.84,5.14,1.04,6.12,0.09,0.21,0.14,0.54,0.08,14,USA,False,False,Amérique du Nord
Kennedy Chandler,20.0,180.34,77.11,36.0,2.2,1.1,1.6,-5.4,0.03,0.1,0.15,0.44,0.28,1,USA,False,False,Amérique du Nord
Kenneth Faried,25.5,203.2,102.97,59.75,10.8,7.79,0.92,-0.86,0.14,0.23,0.19,0.58,0.06,8,USA,False,False,Amérique du Nord
Kenneth Lofton Jr.,20.0,198.12,124.74,24.0,5.0,2.1,0.8,-13.4,0.1,0.2,0.27,0.57,0.2,1,USA,False,False,Amérique du Nord
Kenny Anderson,30.0,185.42,76.2,57.33,9.97,2.74,4.6,-1.11,0.03,0.09,0.19,0.49,0.27,9,USA,False,False,Amérique du Nord
Kenny Satterfield,21.5,186.69,78.47,37.5,4.35,1.25,2.35,-7.7,0.03,0.08,0.21,0.39,0.3,2,USA,False,False,Amérique du Nord
Kenny Smith,32.0,190.5,77.11,48.0,6.3,0.9,2.4,-14.2,0.01,0.06,0.19,0.58,0.26,1,USA,False,False,Amérique du Nord
Kenny Thomas,27.0,201.12,112.37,57.45,7.62,5.98,1.3,-2.84,0.1,0.2,0.15,0.49,0.08,11,USA,False,False,Amérique du Nord
Kenrich Williams,26.0,198.63,95.25,50.6,6.6,4.62,1.96,-1.06,0.06,0.14,0.13,0.53,0.12,5,USA,False,False,Amérique du Nord
Kent Bazemore,27.5,194.82,90.36,65.7,7.97,3.06,1.72,-2.38,0.02,0.13,0.19,0.51,0.13,10,USA,False,False,Amérique du Nord
Kentavious Caldwell-Pope,25.5,195.58,92.8,75.9,11.47,3.11,1.76,0.44,0.02,0.09,0.16,0.55,0.08,10,USA,False,False,Amérique du Nord
Kenyon Martin,30.0,205.74,106.93,50.47,10.73,6.51,1.61,2.91,0.07,0.19,0.18,0.51,0.09,15,USA,False,False,Amérique du Nord
Kenyon Martin Jr.,21.0,198.12,97.52,68.67,10.27,4.9,1.3,-8.8,0.05,0.14,0.16,0.61,0.08,3,USA,False,False,Amérique du Nord
Keon Clark,26.5,210.82,100.09,58.83,6.63,5.25,0.8,4.6,0.08,0.2,0.16,0.49,0.06,6,USA,False,False,Amérique du Nord
Keon Ellis,23.0,190.5,79.38,16.0,1.5,0.5,0.4,-14.3,0.06,0.06,0.12,0.63,0.14,1,USA,False,False,Amérique du Nord
Keon Johnson,20.5,191.77,83.91,38.5,5.95,1.65,1.8,-17.6,0.03,0.08,0.22,0.47,0.2,2,USA,False,False,Amérique du Nord
Kerry Kittles,27.0,195.58,81.76,63.38,13.16,3.82,2.45,-0.1,0.03,0.11,0.19,0.51,0.13,8,USA,False,False,Amérique du Nord
Kessler Edwards,21.5,200.66,92.08,42.0,4.35,2.65,0.6,-0.55,0.05,0.11,0.13,0.51,0.06,2,USA,False,False,Amérique du Nord
Kevin Burleson,27.0,190.5,92.99,39.0,1.8,0.7,1.2,-0.9,0.01,0.08,0.16,0.37,0.24,1,USA,False,False,Amérique du Nord
Kevin Duckworth,33.0,213.36,136.08,26.0,4.0,2.3,0.6,-19.5,0.07,0.12,0.17,0.47,0.07,1,USA,False,False,Amérique du Nord
Kevin Durant,26.2,206.25,106.44,65.73,27.23,7.07,4.43,6.38,0.02,0.18,0.3,0.62,0.2,15,USA,False,False,Amérique du Nord
Kevin Edwards,32.67,190.5,92.23,39.0,4.4,1.5,1.3,-5.33,0.03,0.09,0.19,0.43,0.15,3,USA,False,False,Amérique du Nord
Kevin Gamble,31.0,195.58,95.25,62.0,5.0,1.7,1.2,-5.6,0.02,0.12,0.15,0.53,0.13,1,USA,False,False,Amérique du Nord
Kevin Garnett,30.5,210.82,106.68,69.1,17.35,9.83,3.63,5.56,0.07,0.26,0.24,0.54,0.18,20,USA,False,False,Amérique du Nord
Kevin Hervey,23.0,205.74,104.33,10.0,1.7,1.2,0.5,-28.9,0.01,0.22,0.19,0.32,0.19,1,USA,False,False,Amérique du Nord
Kevin Huerter,22.0,200.66,87.63,69.8,12.22,3.48,3.16,0.34,0.02,0.1,0.17,0.56,0.15,5,USA,False,False,Amérique du Nord
Kevin Johnson,32.33,185.42,86.18,42.0,12.1,3.2,6.07,10.33,0.02,0.11,0.19,0.61,0.33,3,USA,False,False,Amérique du Nord
Kevin Jones,23.0,203.2,117.93,32.0,3.0,2.4,0.3,6.0,0.12,0.14,0.16,0.42,0.04,1,USA,False,False,Amérique du Nord
Kevin Knox II,21.0,201.68,97.52,55.0,6.56,2.62,0.66,-10.18,0.03,0.13,0.18,0.51,0.07,5,USA,False,False,Amérique du Nord
Kevin Love,27.0,206.93,114.73,58.27,16.89,10.45,2.31,-0.55,0.08,0.29,0.24,0.56,0.12,15,USA,False,False,Amérique du Nord
Kevin Martin,27.5,200.66,85.62,59.5,17.15,3.14,1.92,-0.99,0.02,0.1,0.24,0.57,0.1,12,USA,False,False,Amérique du Nord
Kevin Murphy,23.0,198.12,83.91,17.0,0.9,0.2,0.1,-40.9,0.0,0.1,0.26,0.27,0.08,1,USA,False,False,Amérique du Nord
Kevin Ollie,31.0,189.33,88.45,50.92,3.2,1.33,1.87,-2.18,0.02,0.1,0.13,0.48,0.21,13,USA,False,False,Amérique du Nord
Kevin Pangos,29.0,185.42,81.19,24.0,1.6,0.5,1.3,-12.1,0.01,0.06,0.14,0.41,0.25,1,Canada,False,False,Amérique du Nord
Kevin Porter Jr.,21.5,193.04,92.08,49.0,15.35,4.18,5.1,-9.7,0.02,0.11,0.23,0.54,0.25,4,USA,False,False,Amérique du Nord
Kevin Salvadori,26.5,213.36,104.78,19.5,0.95,1.2,0.3,-2.95,0.05,0.14,0.13,0.31,0.07,2,USA,False,False,Amérique du Nord
Kevin Seraphin,24.0,207.19,125.52,60.43,5.66,3.34,0.57,-7.64,0.09,0.17,0.2,0.51,0.07,7,France,True,True,Europe
Kevin Willis,38.6,213.36,111.13,56.0,7.53,5.23,0.6,-3.05,0.1,0.21,0.21,0.49,0.05,10,USA,False,False,Amérique du Nord
Kevinn Pinkney,23.0,208.28,111.13,6.0,5.2,2.5,0.8,-4.6,0.08,0.12,0.15,0.5,0.08,1,USA,False,False,Amérique du Nord
Kevon Harris,26.0,198.12,97.98,34.0,4.1,2.1,0.5,0.3,0.06,0.09,0.13,0.56,0.05,1,USA,False,False,Amérique du Nord
Kevon Looney,23.5,205.74,100.24,56.12,4.39,4.75,1.26,-3.39,0.12,0.2,0.12,0.58,0.1,8,USA,False,False,Amérique du Nord
Keyon Dooling,27.0,190.89,88.1,56.0,6.56,1.15,1.98,-0.94,0.01,0.06,0.19,0.52,0.19,13,USA,False,False,Amérique du Nord
Khalid El-Amin,22.0,177.8,90.72,50.0,6.3,1.6,2.9,-10.7,0.02,0.08,0.19,0.46,0.29,1,USA,False,False,Amérique du Nord
Khalid Reeves,25.5,190.5,90.72,39.75,5.72,1.52,2.92,0.25,0.03,0.06,0.18,0.47,0.27,4,USA,False,False,Amérique du Nord
Khem Birch,27.5,205.32,104.7,47.0,4.55,4.02,0.88,-0.67,0.1,0.15,0.12,0.58,0.08,6,Canada,False,False,Amérique du Nord
Khris Middleton,26.0,201.81,101.81,62.18,16.31,4.65,3.75,4.43,0.02,0.13,0.23,0.57,0.18,11,USA,False,False,Amérique du Nord
Khyri Thomas,24.0,190.5,95.25,13.0,6.93,1.5,1.9,-9.8,0.03,0.05,0.17,0.48,0.12,3,USA,False,False,Amérique du Nord
Killian Hayes,20.0,195.58,88.45,56.0,8.0,2.93,5.23,-10.43,0.01,0.1,0.18,0.45,0.29,3,France,True,True,Europe
Killian Tillie,23.5,205.74,99.79,27.0,3.25,1.5,0.5,6.5,0.04,0.08,0.14,0.46,0.06,2,France,True,True,Europe
Kim English,24.0,198.12,90.72,41.0,2.9,0.9,0.6,-8.1,0.02,0.09,0.16,0.48,0.1,1,USA,False,False,Amérique du Nord
Kira Lewis Jr.,21.0,185.42,77.11,34.33,5.63,1.4,1.73,-0.7,0.02,0.09,0.19,0.51,0.19,3,USA,False,False,Amérique du Nord
Kirk Haston,23.5,205.74,109.77,13.5,1.1,0.95,0.3,-16.15,0.04,0.17,0.22,0.23,0.11,2,USA,False,False,Amérique du Nord
Kirk Hinrich,29.0,191.67,86.18,67.62,10.37,2.82,4.61,0.47,0.01,0.09,0.17,0.51,0.24,13,USA,False,False,Amérique du Nord
Kirk Penney,23.5,195.58,99.79,3.0,1.0,0.4,0.4,-9.1,0.0,0.08,0.2,0.29,0.12,2,USA,False,False,Amérique du Nord
Kirk Snyder,23.5,198.12,102.06,52.75,6.3,2.45,1.2,-3.32,0.05,0.12,0.19,0.53,0.11,4,USA,False,False,Amérique du Nord
Kiwane Garris,24.0,187.96,83.01,15.5,1.85,0.5,0.85,-1.7,0.01,0.07,0.19,0.32,0.16,2,USA,False,False,Amérique du Nord
Klay Thompson,26.9,200.15,96.62,71.6,19.74,3.55,2.36,7.33,0.02,0.09,0.25,0.57,0.11,10,USA,False,False,Amérique du Nord
Kobe Bryant,27.5,199.01,95.46,67.3,24.2,5.2,4.76,2.6,0.03,0.13,0.31,0.54,0.24,20,USA,False,False,Amérique du Nord
Kobi Simmons,22.5,194.31,79.38,18.5,3.55,1.2,1.55,-25.95,0.03,0.08,0.14,0.43,0.24,2,USA,False,False,Amérique du Nord
Korleone Young,20.0,200.66,96.62,3.0,4.3,1.3,0.3,26.9,0.14,0.15,0.34,0.6,0.12,1,USA,False,False,Amérique du Nord
Kornel David,28.0,205.74,105.84,36.33,4.7,2.63,0.53,-13.2,0.08,0.16,0.17,0.52,0.07,3,USA,False,False,Amérique du Nord
Kosta Koufos,25.0,213.36,119.38,62.36,5.3,4.68,0.51,-2.55,0.11,0.21,0.16,0.54,0.05,11,USA,False,False,Amérique du Nord
Kosta Perovic,23.0,218.44,108.86,7.0,1.4,1.9,0.1,2.7,0.15,0.19,0.15,0.4,0.04,1,USA,False,False,Amérique du Nord
Kostas Antetokounmpo,23.0,208.21,92.29,10.5,1.5,0.98,0.2,14.32,0.05,0.13,0.15,0.5,0.04,4,Greece,False,True,Europe
Kostas Papanikolaou,24.5,203.2,106.59,34.5,3.4,2.1,1.3,-1.4,0.04,0.12,0.14,0.45,0.12,2,Greece,False,True,Europe
Kris Dunn,26.0,191.59,93.31,38.14,8.27,3.37,4.21,-9.46,0.02,0.13,0.18,0.45,0.25,7,USA,False,False,Amérique du Nord
Kris Humphries,26.0,205.74,106.59,61.54,6.52,5.18,0.68,-5.2,0.11,0.23,0.19,0.5,0.07,13,USA,False,False,Amérique du Nord
Kris Joseph,24.0,200.66,95.25,10.0,0.9,0.7,0.1,-3.3,0.02,0.14,0.17,0.26,0.03,1,USA,False,False,Amérique du Nord
Kristaps Porzingis,24.67,220.98,108.89,56.0,19.57,7.74,1.8,2.28,0.06,0.2,0.26,0.58,0.1,9,Latvia,False,True,Europe
Kurt Thomas,32.0,205.74,105.79,60.94,7.48,6.28,1.04,0.89,0.09,0.23,0.17,0.51,0.07,17,USA,False,False,Amérique du Nord
Kwame Brown,25.5,210.82,118.69,50.58,6.17,5.32,0.88,-3.94,0.09,0.21,0.16,0.51,0.07,12,USA,False,False,Amérique du Nord
Ky Bowman,23.0,185.42,84.82,45.0,7.4,2.7,2.9,-8.4,0.02,0.09,0.17,0.49,0.2,1,USA,False,False,Amérique du Nord
Kyle Alexander,23.0,208.28,97.98,2.0,1.0,1.5,0.0,-6.7,0.11,0.07,0.08,0.5,0.0,1,Canada,False,False,Amérique du Nord
Kyle Anderson,25.0,205.74,104.33,63.78,6.8,4.44,2.56,2.2,0.03,0.18,0.14,0.53,0.16,9,USA,False,False,Amérique du Nord
Kyle Collinsworth,26.0,198.12,95.25,32.0,3.2,3.3,1.8,-2.1,0.06,0.16,0.12,0.43,0.16,1,USA,False,False,Amérique du Nord
Kyle Guy,23.0,185.42,75.75,17.67,2.67,0.77,0.73,-21.2,0.01,0.1,0.19,0.46,0.15,3,USA,False,False,Amérique du Nord
Kyle Korver,31.0,200.21,95.97,72.47,9.6,2.92,1.7,4.04,0.01,0.11,0.16,0.6,0.1,17,USA,False,False,Amérique du Nord
Kyle Kuzma,24.5,205.74,100.09,67.67,16.47,6.35,2.45,-0.83,0.03,0.16,0.23,0.54,0.12,6,USA,False,False,Amérique du Nord
Kyle Lowry,29.0,183.03,90.18,63.41,14.25,4.34,6.19,4.13,0.03,0.12,0.2,0.57,0.3,17,USA,False,False,Amérique du Nord
Kyle O'Quinn,26.5,207.96,112.83,59.0,5.16,4.38,1.36,-3.61,0.1,0.24,0.18,0.55,0.16,8,USA,False,False,Amérique du Nord
Kyle Singler,27.5,203.2,103.72,59.33,5.42,2.42,0.63,-1.88,0.04,0.11,0.15,0.5,0.05,6,USA,False,False,Amérique du Nord
Kyle Weaver,24.0,198.12,91.17,24.33,4.63,1.93,1.37,-0.37,0.02,0.12,0.16,0.52,0.15,3,USA,False,False,Amérique du Nord
Kyle Wiltjer,24.0,208.28,108.86,14.0,0.9,0.7,0.1,-35.9,0.1,0.15,0.19,0.44,0.07,1,Canada,False,False,Amérique du Nord
Kyrie Irving,25.5,189.65,87.69,55.92,23.78,4.06,5.73,2.37,0.03,0.1,0.29,0.58,0.28,12,Australia,False,False,Océanie
Kyrylo Fesenko,23.0,215.9,131.36,27.0,2.24,2.28,0.26,6.5,0.13,0.22,0.16,0.49,0.06,5,Ukraine,False,True,Europe
LaMarcus Aldridge,28.5,210.82,111.7,67.25,18.69,7.89,1.9,3.09,0.08,0.18,0.25,0.55,0.1,16,USA,False,False,Amérique du Nord
LaMelo Ball,20.0,199.81,81.65,54.0,19.7,6.33,7.37,-2.1,0.04,0.16,0.27,0.54,0.34,3,USA,False,False,Amérique du Nord
LaPhonso Ellis,30.0,203.2,108.86,58.86,10.9,5.41,1.33,-3.94,0.07,0.17,0.21,0.49,0.09,7,USA,False,False,Amérique du Nord
LaSalle Thompson,36.0,208.28,111.13,26.0,0.4,1.3,0.1,-12.8,0.06,0.2,0.1,0.23,0.02,1,USA,False,False,Amérique du Nord
Lamar Odom,26.5,208.28,102.54,68.64,13.27,8.19,3.77,1.91,0.06,0.21,0.2,0.52,0.18,14,USA,False,False,Amérique du Nord
Lamar Patterson,24.5,195.58,102.06,20.0,2.1,1.4,1.15,9.95,0.02,0.14,0.18,0.37,0.19,2,USA,False,False,Amérique du Nord
Lamar Stevens,24.0,198.12,104.33,55.0,5.17,2.77,0.6,-3.5,0.05,0.13,0.15,0.53,0.06,3,USA,False,False,Amérique du Nord
Lamond Murray,28.33,200.66,106.95,64.22,10.63,4.0,1.24,-4.93,0.05,0.15,0.23,0.5,0.09,9,USA,False,False,Amérique du Nord
Lance Stephenson,24.7,196.09,101.97,55.4,7.62,3.57,2.81,-1.23,0.02,0.15,0.2,0.49,0.22,10,USA,False,False,Amérique du Nord
Lance Thomas,28.0,203.2,104.33,44.33,4.56,2.39,0.68,-9.23,0.05,0.12,0.14,0.49,0.06,9,USA,False,False,Amérique du Nord
Landry Fields,25.0,200.66,97.07,51.0,5.46,3.54,1.4,-2.7,0.05,0.15,0.13,0.51,0.1,5,USA,False,False,Amérique du Nord
Landry Shamet,24.0,193.55,86.0,60.4,8.94,1.78,1.78,2.84,0.01,0.07,0.16,0.57,0.11,5,USA,False,False,Amérique du Nord
Langston Galloway,26.5,187.01,90.72,56.5,7.38,2.44,1.64,-2.17,0.02,0.1,0.16,0.5,0.12,8,USA,False,False,Amérique du Nord
Lari Ketner,23.5,207.01,127.46,12.5,0.75,0.75,0.15,-23.45,0.04,0.1,0.15,0.23,0.11,2,USA,False,False,Amérique du Nord
Laron Profit,25.0,195.58,92.53,33.75,3.3,1.52,1.2,-3.6,0.04,0.12,0.17,0.47,0.17,4,USA,False,False,Amérique du Nord
Larry Drew II,26.5,187.96,81.65,11.0,2.75,0.8,2.4,-13.9,0.02,0.04,0.17,0.37,0.29,2,USA,False,False,Amérique du Nord
Larry Hughes,26.08,195.58,83.67,55.92,13.16,3.97,3.0,-4.3,0.03,0.11,0.23,0.47,0.17,13,USA,False,False,Amérique du Nord
Larry Johnson,30.0,200.66,111.67,66.0,12.18,5.54,2.26,2.6,0.07,0.13,0.19,0.53,0.12,5,USA,False,False,Amérique du Nord
Larry Krystkowiak,32.0,205.74,99.79,3.0,1.0,1.7,1.0,13.9,0.18,0.3,0.14,0.52,0.27,1,USA,False,False,Amérique du Nord
Larry Nance Jr.,26.5,203.52,107.73,57.62,7.99,6.34,1.94,-2.99,0.08,0.19,0.14,0.59,0.11,8,USA,False,False,Amérique du Nord
Larry Owens,28.5,200.66,95.25,9.5,2.6,1.6,0.65,-7.45,0.02,0.15,0.11,0.53,0.09,2,USA,False,False,Amérique du Nord
Larry Robinson,32.33,190.5,81.65,14.0,3.4,1.87,0.43,0.1,0.03,0.2,0.18,0.44,0.05,3,USA,False,False,Amérique du Nord
Larry Sanders,24.67,210.82,105.84,39.67,5.58,4.95,0.63,-3.15,0.15,0.18,0.18,0.47,0.05,6,USA,False,False,Amérique du Nord
Larry Stewart,28.0,203.2,104.33,70.0,4.3,2.4,0.7,5.8,0.09,0.12,0.16,0.51,0.08,1,USA,False,False,Amérique du Nord
Latrell Sprewell,30.0,195.58,87.19,67.44,18.19,3.98,3.92,-1.86,0.02,0.1,0.25,0.5,0.18,9,USA,False,False,Amérique du Nord
Lauri Markkanen,23.5,212.94,108.11,58.0,17.1,7.07,1.37,-1.93,0.04,0.19,0.22,0.58,0.07,6,Finland,False,True,Europe
Lavor Postell,24.0,195.58,96.01,20.33,3.3,0.67,0.23,2.73,0.03,0.08,0.26,0.46,0.06,3,USA,False,False,Amérique du Nord
Lavoy Allen,25.5,205.74,113.78,64.67,4.65,4.68,0.98,-0.3,0.11,0.19,0.14,0.49,0.09,6,USA,False,False,Amérique du Nord
Lawrence Funderburke,30.14,205.74,104.33,45.43,5.94,3.23,0.49,-1.97,0.1,0.16,0.19,0.53,0.05,7,USA,False,False,Amérique du Nord
Lawrence Moten,25.5,195.58,85.05,37.5,3.9,0.95,1.15,-20.05,0.04,0.04,0.23,0.38,0.2,2,USA,False,False,Amérique du Nord
Lawrence Roberts,23.5,205.74,108.86,43.5,3.35,3.15,0.4,-0.85,0.14,0.18,0.15,0.5,0.05,2,USA,False,False,Amérique du Nord
Lazar Hayward,25.0,198.12,102.06,24.0,2.57,1.1,0.57,-24.1,0.02,0.13,0.18,0.43,0.12,3,USA,False,False,Amérique du Nord
Lazaro Borrell,27.0,203.2,99.79,17.0,3.6,2.4,0.6,9.7,0.09,0.19,0.19,0.46,0.08,1,USA,False,False,Amérique du Nord
LeBron James,28.5,203.71,112.49,71.05,27.2,7.54,7.34,6.6,0.03,0.18,0.31,0.59,0.35,20,USA,False,False,Amérique du Nord
Leandro Barbosa,27.5,190.5,87.87,60.71,10.16,1.97,2.01,1.44,0.02,0.09,0.22,0.55,0.15,14,Brazil,False,False,Amérique du Sud
Leandro Bolmaro,21.5,198.12,90.72,24.5,0.9,0.85,0.55,0.45,0.06,0.07,0.14,0.28,0.12,2,Argentina,False,False,Amérique du Sud
Ledell Eackles,31.0,195.58,104.78,42.0,5.2,1.8,0.4,0.4,0.05,0.1,0.18,0.54,0.05,1,USA,False,False,Amérique du Nord
Lee Mayberry,28.0,185.42,80.44,56.0,3.97,1.13,3.7,-8.2,0.01,0.05,0.12,0.5,0.27,3,USA,False,False,Amérique du Nord
Lee Nailon,28.5,205.32,108.41,51.0,7.43,2.75,0.85,-4.28,0.08,0.12,0.22,0.51,0.09,6,USA,False,False,Amérique du Nord
Leon Powe,25.0,203.2,108.86,47.8,5.82,3.52,0.28,0.26,0.12,0.19,0.2,0.56,0.03,5,USA,False,False,Amérique du Nord
Leon Smith,22.0,208.28,106.59,7.5,2.1,2.1,0.1,8.6,0.18,0.25,0.22,0.48,0.02,2,USA,False,False,Amérique du Nord
Lester Hudson,27.0,190.5,86.18,14.25,4.6,1.42,1.32,-2.62,0.03,0.11,0.22,0.47,0.25,4,USA,False,False,Amérique du Nord
Lester Quinones,22.0,193.04,94.35,4.0,2.5,0.8,0.5,14.6,0.07,0.09,0.28,0.65,0.12,1,USA,False,False,Amérique du Nord
Linas Kleiza,24.43,203.2,109.7,58.43,8.63,3.53,0.79,-0.77,0.05,0.15,0.2,0.53,0.06,7,Lithuania,False,True,Europe
Lindell Wigginton,24.5,185.42,85.73,13.0,5.65,1.15,1.6,-16.0,0.01,0.09,0.22,0.57,0.22,2,Canada,False,False,Amérique du Nord
Lindsey Hunter,32.5,187.96,88.61,52.36,6.97,1.86,2.24,0.54,0.02,0.08,0.18,0.45,0.19,14,USA,False,False,Amérique du Nord
Lindy Waters III,24.5,198.12,96.39,33.0,6.6,2.35,0.85,2.9,0.02,0.12,0.16,0.57,0.07,2,USA,False,False,Amérique du Nord
Linton Johnson,26.5,203.2,96.01,25.17,2.7,2.5,0.35,-3.53,0.07,0.18,0.14,0.39,0.05,6,USA,False,False,Amérique du Nord
Lionel Chalmers,24.0,182.88,81.65,36.0,3.1,0.9,1.4,-3.9,0.01,0.07,0.18,0.41,0.21,1,USA,False,False,Amérique du Nord
Lionel Simmons,28.0,200.66,95.25,41.0,3.4,2.5,1.4,-10.5,0.06,0.17,0.16,0.44,0.18,1,USA,False,False,Amérique du Nord
Litterial Green,28.0,185.42,85.43,22.33,1.07,0.27,0.57,-8.67,0.01,0.04,0.21,0.31,0.14,3,USA,False,False,Amérique du Nord
Lloyd Daniels,29.5,200.66,92.99,14.0,5.1,1.6,0.95,-12.9,0.06,0.07,0.19,0.46,0.11,2,USA,False,False,Amérique du Nord
London Perrantes,23.0,187.96,86.18,14.0,0.5,0.3,0.4,-16.0,0.02,0.06,0.1,0.23,0.1,1,USA,False,False,Amérique du Nord
Lonnie Walker IV,22.0,194.06,92.62,52.8,8.8,2.08,1.32,-8.26,0.01,0.1,0.2,0.51,0.11,5,USA,False,False,Amérique du Nord
Lonny Baxter,25.5,203.2,117.93,40.5,3.3,2.72,0.18,-9.15,0.11,0.17,0.18,0.45,0.03,4,USA,False,False,Amérique du Nord
Lonzo Ball,22.0,198.12,86.18,50.4,11.9,5.7,6.08,0.32,0.03,0.13,0.18,0.51,0.25,5,USA,False,False,Amérique du Nord
Loren Meyer,25.0,208.28,117.93,34.0,3.0,1.9,0.25,-5.5,0.07,0.14,0.2,0.38,0.04,2,USA,False,False,Amérique du Nord
Loren Woods,26.67,217.17,115.89,35.83,2.37,2.85,0.33,2.58,0.1,0.18,0.14,0.49,0.07,6,USA,False,False,Amérique du Nord
Lorenzen Wright,27.0,210.82,111.2,59.85,7.25,5.95,0.73,-3.77,0.1,0.2,0.17,0.47,0.05,13,USA,False,False,Amérique du Nord
Lorenzo Brown,25.4,195.58,86.27,20.6,2.72,1.34,1.62,-6.56,0.02,0.12,0.18,0.41,0.23,5,USA,False,False,Amérique du Nord
Lorenzo Williams,28.33,205.74,95.25,13.67,2.03,2.87,0.17,-13.17,0.15,0.15,0.08,0.72,0.03,3,USA,False,False,Amérique du Nord
Lou Amundson,28.5,205.74,102.42,42.8,3.0,3.14,0.38,-4.97,0.13,0.17,0.15,0.45,0.05,10,USA,False,False,Amérique du Nord
