player_name,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,nb_saisons,country,is_french,is_european,continent
A.C. Green,35.0,205.74,102.06,75.8,5.78,6.06,0.86,-1.88,0.09,0.19,0.13,0.49,0.05,5,USA,False,False,Amérique du Nord
A.J. Bramlett,23.0,208.28,102.97,8.0,1.0,2.8,0.0,-32.6,0.16,0.21,0.15,0.19,0.0,1,USA,False,False,Amérique du Nord
A.J. Guyton,24.0,185.42,81.65,26.67,3.8,0.7,1.57,-6.7,0.01,0.04,0.22,0.32,0.28,3,USA,False,False,Amérique du Nord
A.J. Lawson,22.0,198.12,81.19,15.0,3.7,1.4,0.1,-20.1,0.05,0.15,0.19,0.59,0.03,1,Canada,False,False,Amérique du Nord
AJ Green,23.0,195.58,86.18,35.0,4.4,1.3,0.6,-4.9,0.02,0.1,0.16,0.61,0.09,1,USA,False,False,Amérique du Nord
AJ Griffin,19.0,198.12,99.79,72.0,8.9,2.1,1.0,1.5,0.03,0.08,0.17,0.58,0.07,1,USA,False,False,Amérique du Nord
AJ Hammons,24.0,213.36,117.93,22.0,2.2,1.6,0.2,-0.6,0.05,0.2,0.17,0.47,0.04,1,USA,False,False,Amérique du Nord
AJ Price,25.5,187.96,84.82,43.5,5.35,1.33,2.0,-2.23,0.02,0.09,0.21,0.48,0.25,6,USA,False,False,Amérique du Nord
Aaron Brooks,28.1,182.88,73.03,64.5,8.88,1.55,2.76,-3.31,0.02,0.07,0.22,0.52,0.23,10,USA,False,False,Amérique du Nord
Aaron Gordon,23.0,204.61,102.81,66.22,13.2,6.27,2.51,1.0,0.06,0.16,0.2,0.55,0.12,9,USA,False,False,Amérique du Nord
Aaron Gray,26.0,213.36,122.47,45.43,3.24,3.73,0.66,-4.73,0.13,0.23,0.15,0.53,0.09,7,USA,False,False,Amérique du Nord
Aaron Harrison,22.0,198.12,95.25,11.67,2.6,1.33,0.63,-10.17,0.02,0.14,0.14,0.29,0.16,3,USA,False,False,Amérique du Nord
Aaron Holiday,24.0,183.39,83.91,61.6,6.56,1.62,2.16,1.7,0.02,0.08,0.18,0.52,0.17,5,USA,False,False,Amérique du Nord
Aaron Jackson,32.0,190.5,83.01,1.0,8.0,3.0,1.0,-19.8,0.06,0.03,0.15,0.4,0.05,1,USA,False,False,Amérique du Nord
Aaron McKie,29.0,195.58,94.8,60.64,6.27,3.0,2.49,0.67,0.02,0.14,0.14,0.5,0.18,11,USA,False,False,Amérique du Nord
Aaron Miles,23.0,185.42,86.18,19.0,0.8,0.7,1.3,-3.9,0.0,0.15,0.11,0.4,0.31,1,USA,False,False,Amérique du Nord
Aaron Nesmith,22.0,195.58,97.52,57.0,6.2,2.77,0.73,-0.73,0.03,0.13,0.15,0.55,0.06,3,USA,False,False,Amérique du Nord
Aaron Wiggins,23.5,194.31,86.18,60.0,7.55,3.3,1.25,-3.3,0.04,0.1,0.15,0.58,0.08,2,USA,False,False,Amérique du Nord
Aaron Williams,30.5,205.74,105.27,57.83,5.24,3.64,0.61,-5.05,0.1,0.17,0.16,0.55,0.06,12,USA,False,False,Amérique du Nord
Abdel Nader,26.0,196.6,102.51,40.4,4.48,1.94,0.56,-3.98,0.02,0.13,0.16,0.52,0.07,5,Egypt,False,False,Autre
Acie Earl,27.0,210.82,108.86,47.0,4.0,2.0,0.4,-6.4,0.08,0.14,0.22,0.44,0.08,1,USA,False,False,Amérique du Nord
Acie Law,24.5,190.5,90.83,47.0,3.9,1.0,1.55,-1.8,0.02,0.08,0.18,0.51,0.21,4,USA,False,False,Amérique du Nord
Adam Harrington,22.0,195.58,90.72,19.0,1.6,0.4,0.6,-15.7,0.01,0.09,0.17,0.39,0.18,1,USA,False,False,Amérique du Nord
Adam Keefe,29.0,205.74,105.32,63.0,4.06,3.5,0.64,1.62,0.11,0.17,0.13,0.52,0.07,5,USA,False,False,Amérique du Nord
Adam Mokoka,21.5,194.31,86.18,12.5,2.0,0.65,0.4,5.0,0.04,0.05,0.14,0.46,0.11,2,France,True,True,Europe
Adam Morrison,23.67,203.2,92.99,53.67,6.07,1.8,1.17,-7.83,0.03,0.1,0.19,0.44,0.11,3,USA,False,False,Amérique du Nord
Ade Murkey,24.0,195.58,90.72,1.0,0.0,0.0,0.0,-33.3,0.0,0.0,0.0,0.0,0.0,1,USA,False,False,Amérique du Nord
Admiral Schofield,24.67,195.58,109.32,36.0,3.67,1.8,0.67,-9.63,0.03,0.11,0.13,0.54,0.08,3,United Kingdom,False,False,Autre
Adonal Foyle,28.5,208.28,118.88,61.08,3.78,4.48,0.44,-4.4,0.11,0.19,0.13,0.5,0.04,12,St. Vincent & Grenadines,False,False,Autre
Adonis Jordan,28.0,180.34,77.11,4.0,1.5,0.0,0.8,-36.4,0.0,0.0,0.18,0.52,0.27,1,USA,False,False,Amérique du Nord
Adonis Thomas,21.0,200.66,108.86,6.0,2.3,0.5,0.5,10.8,0.0,0.09,0.18,0.48,0.12,1,USA,False,False,Amérique du Nord
Adreian Payne,25.5,208.28,108.41,26.75,4.22,2.7,0.48,-9.82,0.06,0.21,0.18,0.55,0.06,4,USA,False,False,Amérique du Nord
Adrian Caldwell,30.5,203.2,120.2,23.0,1.1,1.85,0.15,6.15,0.05,0.1,0.05,0.22,0.02,2,USA,False,False,Amérique du Nord
Adrian Griffin,29.0,195.58,102.06,53.0,3.58,2.88,1.24,2.28,0.07,0.15,0.13,0.45,0.13,9,USA,False,False,Amérique du Nord
Al Harrington,26.5,205.74,112.49,61.31,12.2,5.13,1.52,-1.45,0.06,0.17,0.23,0.51,0.1,16,USA,False,False,Amérique du Nord
Al Horford,29.5,207.64,111.13,63.31,13.53,7.91,3.24,4.01,0.07,0.2,0.19,0.57,0.16,16,Dominican Republic,False,False,Amérique du Sud
Al Jefferson,26.5,208.28,125.55,65.36,15.21,8.16,1.43,-3.34,0.09,0.25,0.25,0.53,0.09,14,USA,False,False,Amérique du Nord
Al Thornton,25.5,203.2,101.49,74.0,11.9,4.15,1.2,-8.02,0.05,0.12,0.21,0.52,0.07,4,USA,False,False,Amérique du Nord
Al-Farouq Aminu,25.0,205.28,98.55,64.64,7.09,5.88,1.24,-0.21,0.06,0.2,0.15,0.5,0.08,11,USA,False,False,Amérique du Nord
Alan Anderson,29.5,198.12,99.79,41.25,6.8,2.0,1.1,-1.92,0.03,0.1,0.18,0.52,0.1,8,USA,False,False,Amérique du Nord
Alan Henderson,29.0,205.74,107.83,52.09,7.32,4.69,0.56,-5.29,0.12,0.16,0.17,0.53,0.05,11,USA,False,False,Amérique du Nord
Alan Williams,24.5,203.2,119.07,16.75,4.47,4.55,0.8,6.68,0.12,0.34,0.2,0.52,0.13,4,USA,False,False,Amérique du Nord
Alando Tucker,25.0,198.12,92.99,17.0,3.9,1.0,0.23,-5.67,0.07,0.05,0.24,0.49,0.05,3,USA,False,False,Amérique du Nord
Alec Burks,25.5,198.12,95.93,56.33,10.9,3.5,2.0,-2.28,0.03,0.14,0.21,0.54,0.14,12,USA,False,False,Amérique du Nord
Alec Peters,23.0,205.74,106.59,20.0,4.1,1.9,0.6,7.3,0.03,0.12,0.15,0.52,0.07,1,USA,False,False,Amérique du Nord
Aleem Ford,24.0,203.2,99.79,5.0,2.8,3.0,0.4,-22.1,0.03,0.16,0.15,0.35,0.04,1,USA,False,False,Amérique du Nord
Alekesej Pokusevski,20.0,213.36,86.18,61.0,7.6,5.2,2.1,-2.5,0.05,0.19,0.2,0.48,0.16,1,Serbia,False,True,Europe
Aleksandar Djordjevic,29.0,187.96,89.81,8.0,3.1,0.6,0.6,4.8,0.02,0.07,0.18,0.69,0.14,1,USA,False,False,Amérique du Nord
Aleksandar Radojevic,25.5,220.98,112.26,7.5,1.95,2.5,0.4,-16.95,0.07,0.21,0.18,0.38,0.07,2,USA,False,False,Amérique du Nord
Aleksej Pokusevski,20.0,213.36,90.72,39.5,8.15,4.7,2.05,-14.7,0.04,0.16,0.19,0.48,0.13,2,Serbia,False,True,Europe
Alen Smailagic,19.5,208.28,97.52,14.5,3.05,1.5,0.6,-10.3,0.07,0.11,0.17,0.54,0.11,2,Serbia,False,True,Europe
Alex Abrines,24.0,198.12,87.69,58.0,5.33,1.43,0.53,0.17,0.02,0.07,0.13,0.54,0.05,3,Spain,False,True,Europe
Alex Acker,24.5,195.58,83.91,15.0,2.35,1.0,0.65,-21.3,0.04,0.12,0.22,0.36,0.14,2,USA,False,False,Amérique du Nord
Alex Caruso,26.5,195.16,84.37,48.67,6.28,2.63,2.78,4.9,0.03,0.09,0.14,0.55,0.18,6,USA,False,False,Amérique du Nord
Alex Garcia,24.5,190.5,88.45,5.0,3.5,0.95,1.15,-2.35,0.03,0.04,0.24,0.3,0.11,2,USA,False,False,Amérique du Nord
Alex Len,25.5,215.39,114.76,59.6,6.72,5.25,0.81,-4.54,0.1,0.2,0.17,0.56,0.07,10,Ukraine,False,True,Europe
Alex Poythress,24.0,204.05,107.05,17.33,5.6,3.03,0.57,-10.87,0.07,0.13,0.14,0.54,0.05,3,USA,False,False,Amérique du Nord
Alex Scales,27.0,193.04,88.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,USA,False,False,Amérique du Nord
Alex Stepheson,28.0,208.28,122.47,8.0,2.8,3.5,0.3,-3.8,0.2,0.12,0.17,0.34,0.05,1,USA,False,False,Amérique du Nord
Alexander Johnson,24.5,205.74,106.59,51.0,4.3,2.65,0.3,-7.1,0.08,0.18,0.17,0.57,0.04,2,USA,False,False,Amérique du Nord
Alexandre Sarr,19.0,216.0,100.0,62.0,10.2,5.8,1.5,-5.0,0.08,0.22,0.18,0.54,0.1,1,France,True,True,Europe
Alexey Shved,25.0,198.12,84.07,60.67,7.63,2.0,2.43,-4.8,0.03,0.1,0.23,0.49,0.22,3,Russia,False,True,Europe
Alexis Ajinca,25.14,216.99,108.86,41.86,4.56,3.23,0.37,-0.19,0.08,0.2,0.2,0.52,0.05,7,France,True,True,Europe
Alfonzo McKinnie,27.0,201.68,97.52,36.4,3.48,2.0,0.28,-6.2,0.06,0.12,0.15,0.55,0.03,5,USA,False,False,Amérique du Nord
Alize Johnson,25.0,202.69,96.16,15.2,2.34,2.88,0.4,2.24,0.1,0.23,0.14,0.49,0.06,5,USA,False,False,Amérique du Nord
Allan Houston,30.0,198.12,90.97,66.89,17.91,2.88,2.41,0.64,0.01,0.08,0.25,0.54,0.13,9,USA,False,False,Amérique du Nord
Allan Ray,23.0,187.96,86.18,47.0,6.2,1.5,0.9,-3.2,0.03,0.1,0.2,0.51,0.1,1,USA,False,False,Amérique du Nord
Allen Crabbe,25.0,197.76,96.16,54.43,7.7,2.49,1.03,-2.74,0.01,0.1,0.15,0.53,0.07,7,USA,False,False,Amérique du Nord
Allen Iverson,28.5,182.88,75.81,65.29,26.06,3.69,6.0,0.6,0.02,0.08,0.31,0.52,0.27,14,USA,False,False,Amérique du Nord
Allonzo Trier,23.5,194.31,90.72,44.0,8.7,2.15,1.55,-9.15,0.02,0.09,0.21,0.59,0.15,2,USA,False,False,Amérique du Nord
Alonzo Gee,26.5,198.12,100.81,52.12,6.0,2.99,0.92,-5.29,0.05,0.12,0.15,0.51,0.08,8,USA,False,False,Amérique du Nord
Alonzo Mourning,32.45,208.28,118.39,50.27,13.47,7.05,0.88,4.41,0.1,0.19,0.24,0.57,0.06,11,USA,False,False,Amérique du Nord
Alperen Sengun,20.5,211.28,109.61,73.0,17.25,8.57,4.25,-2.62,0.1,0.23,0.24,0.59,0.24,4,Turkey,False,True,Europe
Alton Ford,22.0,205.74,126.25,24.33,1.8,1.23,0.17,-8.3,0.06,0.22,0.18,0.49,0.09,3,USA,False,False,Amérique du Nord
Alton Lister,38.5,213.36,111.13,30.0,1.25,2.4,0.15,-10.95,0.1,0.23,0.1,0.43,0.04,2,USA,False,False,Amérique du Nord
Alvin Jones,23.0,210.82,120.2,23.0,1.1,1.6,0.1,-3.8,0.13,0.24,0.14,0.45,0.04,1,USA,False,False,Amérique du Nord
Alvin Sims,24.0,193.04,106.59,4.0,2.8,1.0,1.3,-30.0,0.14,0.04,0.27,0.45,0.33,1,USA,False,False,Amérique du Nord
Alvin Williams,27.22,195.58,84.92,51.11,6.88,2.21,3.14,-8.93,0.03,0.1,0.18,0.42,0.23,9,USA,False,False,Amérique du Nord
Amal McCaskill,27.5,210.82,108.86,28.5,1.6,1.72,0.32,-9.82,0.09,0.18,0.17,0.38,0.09,4,USA,False,False,Amérique du Nord
Amar'e Stoudemire,26.5,208.82,111.84,60.43,17.51,7.39,1.15,1.56,0.09,0.2,0.26,0.58,0.06,14,USA,False,False,Amérique du Nord
Amida Brimah,27.0,208.28,104.33,5.0,2.6,1.6,0.2,32.8,0.08,0.15,0.18,0.7,0.04,1,USA,False,False,Amérique du Nord
Amile Jefferson,26.5,205.74,100.7,15.0,1.55,1.55,0.25,8.65,0.1,0.21,0.13,0.53,0.06,2,USA,False,False,Amérique du Nord
Amir Coffey,24.5,200.66,95.25,45.25,4.7,1.48,1.05,-2.88,0.02,0.08,0.15,0.54,0.11,4,USA,False,False,Amérique du Nord
Amir Johnson,25.5,205.74,100.11,62.14,6.76,4.97,1.14,1.16,0.11,0.17,0.15,0.62,0.09,14,USA,False,False,Amérique du Nord
Anderson Varejao,28.71,210.09,116.31,45.14,7.06,7.14,1.22,-1.33,0.12,0.24,0.15,0.52,0.09,14,Brazil,False,False,Amérique du Sud
Andrae Patterson,23.5,205.74,107.95,20.0,2.25,1.15,0.3,-5.7,0.08,0.11,0.15,0.63,0.08,2,USA,False,False,Amérique du Nord
Andray Blatche,23.0,210.82,114.25,62.67,9.37,5.1,1.31,-5.47,0.1,0.2,0.23,0.49,0.11,9,USA,False,False,Amérique du Nord
Andre Barrett,24.5,177.8,78.47,16.75,2.62,0.88,1.88,-8.95,0.02,0.09,0.16,0.46,0.36,4,USA,False,False,Amérique du Nord
Andre Brown,27.0,205.74,111.13,25.0,2.13,2.57,0.2,-7.53,0.17,0.18,0.17,0.44,0.03,3,USA,False,False,Amérique du Nord
Andre Dawkins,23.0,195.58,99.34,4.0,0.8,0.5,0.3,-18.3,0.0,0.07,0.15,0.25,0.08,1,USA,False,False,Amérique du Nord
Andre Drummond,24.0,209.67,125.81,71.36,13.07,12.51,1.35,-1.32,0.15,0.32,0.21,0.55,0.08,11,USA,False,False,Amérique du Nord
Andre Emmett,25.5,195.58,104.33,7.0,1.55,0.65,0.1,-8.95,0.04,0.08,0.16,0.52,0.02,2,USA,False,False,Amérique du Nord
Andre Iguodala,30.0,198.12,95.61,64.79,10.17,4.64,4.01,5.24,0.03,0.13,0.15,0.55,0.19,19,USA,False,False,Amérique du Nord
Andre Ingram,32.5,190.5,86.18,3.0,6.0,1.75,1.75,11.85,0.04,0.06,0.16,0.33,0.07,2,USA,False,False,Amérique du Nord
Andre Miller,32.0,188.11,90.93,76.71,12.05,3.58,6.35,1.44,0.04,0.1,0.2,0.54,0.34,17,USA,False,False,Amérique du Nord
Andre Owens,26.0,193.04,90.72,27.0,3.5,1.2,0.9,-5.2,0.05,0.08,0.18,0.46,0.13,2,USA,False,False,Amérique du Nord
Andre Roberson,25.29,200.66,95.25,43.86,3.69,3.79,0.81,1.99,0.07,0.14,0.1,0.46,0.06,7,USA,False,False,Amérique du Nord
Andrea Bargnani,25.5,213.36,113.49,55.0,14.27,4.53,1.23,-5.72,0.04,0.15,0.24,0.52,0.07,10,Italy,False,True,Europe
Andreas Glyniadakis,25.0,215.9,127.01,13.0,1.3,0.6,0.1,-20.4,0.03,0.09,0.15,0.48,0.02,1,USA,False,False,Amérique du Nord
Andrei Kirilenko,27.23,205.74,102.23,61.31,10.95,5.11,2.55,-0.67,0.07,0.15,0.18,0.54,0.14,13,Russia,False,True,Europe
Andres Nocioni,28.5,200.66,102.06,64.25,9.52,4.12,1.05,-4.06,0.03,0.19,0.22,0.51,0.08,8,Argentina,False,False,Amérique du Sud
Andrew Bogut,27.5,213.36,116.96,50.43,8.6,8.19,2.04,3.07,0.1,0.25,0.16,0.55,0.12,14,Australia,False,False,Océanie
Andrew Bynum,21.62,213.36,128.14,52.25,11.31,7.61,1.16,1.95,0.11,0.22,0.2,0.56,0.08,8,USA,False,False,Amérique du Nord
Andrew DeClercq,28.0,208.28,110.63,62.78,4.53,4.02,0.53,-2.14,0.12,0.17,0.14,0.53,0.05,9,USA,False,False,Amérique du Nord
Andrew Gaze,33.0,200.66,92.99,19.0,1.1,0.3,0.3,27.4,0.04,0.05,0.21,0.42,0.18,1,USA,False,False,Amérique du Nord
Andrew Goudelock,25.0,190.5,90.72,24.0,3.6,0.55,0.5,4.7,0.02,0.04,0.24,0.5,0.1,2,USA,False,False,Amérique du Nord
Andrew Harrison,23.0,198.12,96.62,48.33,6.2,1.8,2.47,-4.37,0.02,0.08,0.18,0.48,0.21,3,USA,False,False,Amérique du Nord
Andrew Lang,32.5,210.82,120.77,37.25,3.72,3.9,0.4,-4.9,0.09,0.19,0.14,0.44,0.04,4,USA,False,False,Amérique du Nord
Andrew Nembhard,23.0,190.5,86.64,75.0,9.5,2.7,4.5,-5.9,0.02,0.08,0.16,0.53,0.22,1,Canada,False,False,Amérique du Nord
Andrew Nicholson,25.0,205.74,113.4,57.0,5.58,2.82,0.44,-7.4,0.05,0.18,0.2,0.5,0.05,5,Canada,False,False,Amérique du Nord
Andrew White III,25.0,200.66,95.25,15.0,4.6,2.3,0.4,-18.6,0.02,0.13,0.16,0.46,0.05,1,USA,False,False,Amérique du Nord
Andrew Wiggins,24.4,201.66,89.58,69.6,18.47,4.54,2.37,-0.41,0.04,0.1,0.24,0.54,0.11,10,Canada,False,False,Amérique du Nord
Andris Biedrins,23.5,211.84,109.5,51.6,5.2,6.28,0.82,-2.24,0.1,0.25,0.1,0.55,0.05,10,Latvia,False,True,Europe
Andy Panko,23.0,205.74,111.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,USA,False,False,Amérique du Nord
Andy Rautins,24.0,193.04,86.18,5.0,1.6,0.2,0.6,-18.8,0.0,0.05,0.28,0.51,0.25,1,USA,False,False,Amérique du Nord
Anfernee Hardaway,30.09,200.66,97.52,42.09,11.35,4.02,3.66,-0.15,0.03,0.12,0.2,0.48,0.2,11,USA,False,False,Amérique du Nord
Anfernee Simons,22.0,191.01,82.46,54.6,11.66,2.06,2.3,-5.7,0.01,0.08,0.22,0.56,0.15,5,USA,False,False,Amérique du Nord
Angel Delgado,24.0,208.28,111.13,2.0,1.5,2.0,0.0,7.0,0.08,0.14,0.15,0.26,0.0,1,Dominican Republic,False,False,Amérique du Sud
Ansu Sesay,26.5,205.74,102.06,31.75,3.78,1.95,0.62,-6.3,0.09,0.12,0.18,0.48,0.11,4,USA,False,False,Amérique du Nord
Antawn Jamison,30.5,205.74,104.47,67.69,17.59,7.26,1.57,-1.89,0.07,0.17,0.24,0.52,0.08,16,USA,False,False,Amérique du Nord
Ante Zizic,22.0,209.97,116.42,37.67,5.3,3.43,0.47,-3.9,0.1,0.19,0.17,0.64,0.05,3,Croatia,False,True,Europe
Anthony Avent,29.5,205.74,107.73,27.0,1.75,1.95,0.2,-3.25,0.12,0.13,0.18,0.35,0.04,2,USA,False,False,Amérique du Nord
Anthony Bennett,22.5,203.2,111.58,37.75,3.98,2.85,0.4,-11.42,0.08,0.23,0.19,0.47,0.05,4,Canada,False,False,Amérique du Nord
Anthony Bowie,34.0,198.12,90.72,27.0,2.8,1.0,0.4,-2.2,0.05,0.09,0.15,0.59,0.08,1,USA,False,False,Amérique du Nord
Anthony Brown,24.0,200.66,97.52,13.67,3.63,1.8,0.8,9.0,0.02,0.09,0.12,0.79,0.15,3,USA,False,False,Amérique du Nord
Anthony Carter,31.0,187.37,87.93,47.92,4.32,1.95,3.58,-0.55,0.02,0.1,0.17,0.43,0.31,13,USA,False,False,Amérique du Nord
Anthony Davis,25.0,208.51,110.68,60.0,23.82,10.29,2.45,1.39,0.08,0.23,0.28,0.59,0.12,11,USA,False,False,Amérique du Nord
Anthony Edwards,20.0,193.04,102.06,74.33,21.73,5.1,3.7,0.3,0.02,0.12,0.27,0.55,0.17,3,USA,False,False,Amérique du Nord
Anthony Gill,29.0,201.51,104.33,43.0,3.5,1.87,0.53,1.13,0.07,0.12,0.13,0.63,0.08,3,USA,False,False,Amérique du Nord
Anthony Goldwire,30.0,187.96,82.55,32.0,4.13,0.99,1.89,-6.3,0.01,0.08,0.17,0.44,0.22,7,USA,False,False,Amérique du Nord
Anthony Grundy,27.0,190.5,83.91,12.0,4.3,1.4,0.8,10.7,0.01,0.14,0.22,0.59,0.13,1,USA,False,False,Amérique du Nord
Anthony Johnson,29.0,190.5,87.23,61.0,5.3,1.62,2.71,-0.88,0.02,0.08,0.16,0.48,0.24,13,USA,False,False,Amérique du Nord
Anthony Lamb,24.0,198.12,102.97,29.33,4.07,2.3,1.17,7.3,0.03,0.12,0.13,0.38,0.2,3,USA,False,False,Amérique du Nord
Anthony Mason,33.17,203.2,116.04,77.17,12.25,9.0,4.15,1.28,0.06,0.21,0.16,0.55,0.17,6,USA,False,False,Amérique du Nord
Anthony Miller,28.0,205.74,115.67,18.0,1.78,2.82,0.22,-10.52,0.08,0.29,0.14,0.46,0.06,6,USA,False,False,Amérique du Nord
Anthony Morrow,27.0,195.58,95.25,62.67,9.17,2.04,0.86,-1.69,0.03,0.08,0.18,0.56,0.06,9,USA,False,False,Amérique du Nord
Anthony Parker,31.0,198.12,97.02,54.89,7.21,2.56,1.79,2.99,0.02,0.1,0.16,0.59,0.11,9,USA,False,False,Amérique du Nord
Anthony Peeler,31.0,193.04,94.35,63.78,9.21,2.67,2.58,-1.19,0.03,0.09,0.18,0.51,0.16,9,USA,False,False,Amérique du Nord
Anthony Randolph,21.5,209.97,99.79,42.0,7.17,4.18,0.75,-5.07,0.09,0.21,0.23,0.52,0.08,6,USA,False,False,Amérique du Nord
Anthony Roberson,24.33,187.96,82.86,21.67,3.97,0.77,0.5,-7.07,0.01,0.08,0.21,0.52,0.11,3,USA,False,False,Amérique du Nord
Anthony Tolliver,30.0,203.59,109.42,56.15,5.62,3.17,0.86,-0.06,0.04,0.14,0.13,0.54,0.07,13,USA,False,False,Amérique du Nord
Antoine Carr,36.5,205.74,115.67,46.75,4.73,1.9,0.6,-4.62,0.05,0.12,0.19,0.48,0.08,4,USA,False,False,Amérique du Nord
Antoine Rigaudeau,31.0,200.66,95.25,11.0,1.5,0.7,0.5,-33.7,0.04,0.06,0.21,0.24,0.13,1,USA,False,False,Amérique du Nord
Antoine Walker,25.5,205.74,110.34,74.42,17.21,7.58,3.43,-2.04,0.07,0.18,0.26,0.48,0.17,12,USA,False,False,Amérique du Nord
Antoine Wright,24.5,200.66,97.14,49.5,4.45,1.92,0.82,-5.2,0.04,0.09,0.15,0.42,0.07,6,USA,False,False,Amérique du Nord
Antonio Anderson,25.0,198.12,97.52,1.0,2.0,1.0,0.0,-7.3,0.07,0.0,0.1,0.33,0.0,1,USA,False,False,Amérique du Nord
Antonio Blakeney,21.5,193.04,88.22,38.0,7.6,1.8,0.9,-4.55,0.01,0.1,0.23,0.48,0.09,2,USA,False,False,Amérique du Nord
Antonio Burks,25.5,182.88,88.45,40.5,2.5,0.55,1.25,-4.45,0.01,0.07,0.17,0.45,0.25,2,USA,False,False,Amérique du Nord
Antonio Daniels,29.08,193.04,92.46,67.08,6.99,1.78,3.12,2.55,0.01,0.09,0.16,0.54,0.24,13,USA,False,False,Amérique du Nord
Antonio Davis,32.5,205.74,105.69,69.6,10.39,7.68,1.27,-0.65,0.1,0.2,0.18,0.51,0.07,10,USA,False,False,Amérique du Nord
Antonio Harvey,29.6,210.82,106.59,9.2,2.02,1.58,0.36,-4.18,0.08,0.16,0.17,0.48,0.07,5,USA,False,False,Amérique du Nord
Antonio Lang,26.5,203.2,95.82,22.5,1.65,1.23,0.25,-12.3,0.08,0.14,0.13,0.55,0.06,4,USA,False,False,Amérique du Nord
Antonio McDyess,29.07,205.74,107.89,67.07,11.98,7.5,1.34,0.03,0.1,0.22,0.21,0.53,0.09,14,USA,False,False,Amérique du Nord
Antonis Fotsis,21.0,208.28,99.34,28.0,3.9,2.2,0.4,-6.1,0.09,0.12,0.19,0.48,0.06,1,Greece,False,True,Europe
Antonius Cleveland,25.0,196.85,88.45,14.0,1.2,0.7,0.1,-10.85,0.03,0.1,0.13,0.41,0.03,2,USA,False,False,Amérique du Nord
Anzejs Pasecniks,24.0,218.44,103.87,27.0,5.8,4.0,0.7,0.2,0.09,0.15,0.15,0.55,0.06,1,Latvia,False,True,Europe
Archie Goodwin,20.5,195.58,90.83,41.25,6.38,1.98,1.3,-9.85,0.04,0.11,0.22,0.54,0.14,4,USA,False,False,Amérique du Nord
Arinze Onuaku,27.33,205.74,121.71,6.33,1.87,1.97,0.53,-18.8,0.09,0.24,0.11,0.51,0.12,3,USA,False,False,Amérique du Nord
Armen Gilliam,34.5,205.74,117.93,61.5,8.7,4.88,0.85,-3.22,0.08,0.19,0.21,0.53,0.07,4,USA,False,False,Amérique du Nord
Armon Johnson,22.5,190.5,88.45,23.5,4.05,1.15,1.2,-4.4,0.02,0.11,0.21,0.51,0.23,2,USA,False,False,Amérique du Nord
Armoni Brooks,23.5,190.5,88.45,37.0,8.25,2.65,1.3,-7.75,0.02,0.1,0.17,0.52,0.1,2,USA,False,False,Amérique du Nord
Arnett Moultrie,22.5,208.28,110.0,29.5,3.35,3.0,0.2,-11.85,0.11,0.15,0.12,0.52,0.02,2,USA,False,False,Amérique du Nord
Aron Baynes,30.0,208.28,117.93,58.0,5.86,4.36,0.79,2.14,0.1,0.19,0.17,0.54,0.08,9,Australia,False,False,Océanie
Arron Afflalo,27.0,195.58,96.9,69.27,10.71,2.81,1.82,-1.54,0.02,0.1,0.17,0.55,0.1,11,USA,False,False,Amérique du Nord
Art Long,29.0,205.74,112.34,32.67,2.27,2.4,0.33,-7.9,0.11,0.21,0.17,0.29,0.07,3,USA,False,False,Amérique du Nord
Arvydas Macijauskas,26.0,193.04,97.07,19.0,2.3,0.5,0.3,-10.8,0.03,0.06,0.2,0.46,0.07,1,Lithuania,False,True,Europe
Arvydas Sabonis,34.67,220.98,132.45,66.17,11.58,7.22,2.1,7.12,0.07,0.26,0.22,0.56,0.15,6,Lithuania,False,True,Europe
Ashraf Amaya,25.0,203.2,104.33,31.0,1.3,1.7,0.1,-8.6,0.13,0.29,0.18,0.38,0.04,1,USA,False,False,Amérique du Nord
Ashton Hagans,21.0,190.5,86.18,2.0,0.0,0.0,0.0,-21.8,0.0,0.0,0.08,0.0,0.0,1,USA,False,False,Amérique du Nord
Austin Croshere,28.5,207.43,108.11,54.92,5.93,3.59,0.85,-1.49,0.07,0.2,0.19,0.52,0.1,12,USA,False,False,Amérique du Nord
Austin Daye,24.5,210.82,92.23,48.83,4.77,2.35,0.68,-4.8,0.04,0.18,0.2,0.49,0.08,6,USA,False,False,Amérique du Nord
Austin Reaves,24.5,195.58,89.36,62.5,10.15,3.1,2.6,3.35,0.02,0.09,0.14,0.64,0.13,2,USA,False,False,Amérique du Nord
Austin Rivers,25.0,192.81,90.72,64.27,8.42,2.05,2.15,-1.04,0.01,0.08,0.17,0.52,0.13,11,USA,False,False,Amérique du Nord
Avery Bradley,25.5,188.6,81.65,55.0,10.37,2.69,1.63,-2.12,0.02,0.08,0.19,0.5,0.1,12,USA,False,False,Amérique du Nord
Avery Johnson,35.5,180.34,81.93,62.5,7.88,1.5,5.04,0.88,0.02,0.05,0.18,0.49,0.33,8,USA,False,False,Amérique du Nord
